coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized
Synapse,SYN,2.17,0.012,-0.078,0.0,9229483.0,380868743.0,2022-03-16,5.2647834233467624e-05,0.00015930763659739443,0.0004060484210191002
Immutable X,IMX,1.57,0.043,0.012,0.049,87629552.0,365315958.0,2022-03-16,3.8090829366332524e-05,0.0015125502506704307,0.0003860064735021505
Convex CRV,CVXCRV,1.95,0.038,0.021,0.0069999999999999,96902.91,364340007.0,2022-03-16,4.731026578218475e-05,1.6726152019035108e-06,0.00038474882358793165
Everdome,DOME,0.042328407322,-0.004,0.09,-0.07,44769576.0,363656510.0,2022-03-16,1.0269580163363932e-06,0.0007727556726663272,0.00038386804172140464
Gemini Dollar,GUSD,1.0,0.003,0.001,0.001,3181078.0,355825684.0,2022-03-16,2.4261674742554178e-05,5.490773622010749e-05,0.0003737769227541995
JUST,JST,0.048936163597,0.013,0.005,0.033,74944693.0,355779812.0,2022-03-16,1.1872732500964224e-06,0.0012936002934668487,0.0003737178102404923
Decentralized Social,DESO,33.97,0.005,0.111,0.192,768392.0,354095011.0,2022-03-16,0.0008241690921916281,1.3263008718943966e-05,0.0003715467075589787
Polymath,POLY,0.384838,0.017,0.0139999999999999,-0.036,12205658.0,344258737.0,2022-03-16,9.336814362426572e-06,0.0002106785969589066,0.00035887128722298506
NuCypher,NU,0.419373,0.004,0.01,-0.098,4321357.0,342894249.0,2022-03-16,1.017469130090409e-05,7.4589786942953e-05,0.00035711295282284334
REN,REN,0.338855,0.032,0.012,-0.012,41048178.0,337192089.0,2022-03-16,8.221189771084118e-06,0.0007085216174957103,0.00034976491892066766
Keep Network,KEEP,0.609779,0.012,0.019,-0.066,2299639.0,333366751.0,2022-03-16,1.47942597487903e-05,3.9693453481326696e-05,0.00034483543372360525
Illuvium,ILV,519.92,0.023,0.038,0.033,11072513.0,332435430.0,2022-03-16,0.012614129950832132,0.00019111968430126863,0.0003436352958316822
Flux,FLUX,1.43,0.016,0.022,0.087,15489371.0,330216558.0,2022-03-16,3.469419489733433e-05,0.000267357888452714,0.00034077596766821636
Ethereum Name Service,ENS,14.05,0.04,0.043,0.016,39284120.0,326307175.0,2022-03-16,0.0003408765306027426,0.0006780726843538728,0.00033573817868639373
Hive,HIVE,0.869127,0.015,0.0409999999999999,0.011,12455971.0,322775766.0,2022-03-16,2.108647657925989e-05,0.00021499918267747867,0.0003311874622816544
Lido DAO,LDO,2.98,0.0409999999999999,0.085,0.515,4675420.0,321983024.0,2022-03-16,7.229979080410001e-05,8.070117365189252e-05,0.00033016590289158495
STEPN,GMT,0.534126,0.073,0.573,2.935,1013704817.0,318571623.0,2022-03-16,1.2958791266768015e-05,0.017497287616615603,0.00032576983364731324
Spell Token,SPELL,0.003547901833,0.015,0.009,-0.059,27285439.0,317144040.0,2022-03-16,8.607800441417222e-08,0.0004709666620126364,0.00032393019247937515
Nervos Network,CKB,0.010554840501,0.0139999999999999,0.02,-0.015,6162463.0,316458006.0,2022-03-16,2.5607807157049415e-07,0.00010636862499761786,0.00032304614133208277
Kyber Network Crystal,KNC,3.06,0.025,0.008,0.002,40287449.0,313785580.0,2022-03-16,7.42407247863847e-05,0.0006953908777694333,0.00031960234514799536
FLEX Coin,FLEX,3.97,0.002,0.006,-0.002,1326196326.0,311600507.0,2022-03-16,9.631884883487294e-05,0.022891119942385466,0.00031678657174235105
HUSD,HUSD,0.999103,0.0,0.001,0.0,43235094.0,310668205.0,2022-03-16,2.423991202027781e-05,0.0007462693894345098,0.0003155851696941682
Ultra,UOS,1.15,0.01,0.024,-0.037,8976424.0,308351253.0,2022-03-16,2.7900925959337953e-05,0.00015493965290754963,0.00031259945167753695
ConstitutionDAO,PEOPLE,0.060612313279,0.061,0.102,0.075,143678395.0,307184638.0,2022-03-16,1.4705561963468755e-06,0.0024799943331123633,0.0003110961044247789
LooksRare,LOOKS,1.29,0.086,0.177,0.231,48697099.0,306843547.0,2022-03-16,3.129756042833614e-05,0.0008405475963105777,0.00031065656077259674
DeFi Kingdoms,JEWEL,4.16,0.04,0.016,-0.074,11440253.0,302825745.0,2022-03-16,0.00010092856704279905,0.00019746714604775277,0.0003054790586842251
Telcoin,TEL,0.004899527146,0.008,0.027,-0.011,2843059.0,301743735.0,2022-03-16,1.1887069818064556e-07,4.907328070239163e-05,0.0003040847368548669
Tomb,TOMB,1.18,0.031,0.01,-0.054,14140774.0,300452818.0,2022-03-16,2.8628776202694707e-05,0.00024408011646999986,0.0003024212090196439
Stargaze,STARS,0.401895,0.0139999999999999,-0.005,-0.125,1726553.0,300351592.0,2022-03-16,9.750645749124445e-06,2.9801569371777504e-05,0.0003022907651036925
DigiByte,DGB,0.019668130187,0.03,0.018,0.059,15693285.0,297257419.0,2022-03-16,4.771817420950176e-07,0.00027087759344692885,0.00029830348868507275
DigitalBits,XDB,0.389141,0.023,0.216,0.209,3821494.0,296998483.0,2022-03-16,9.44121234899871e-06,6.596178544465852e-05,0.00029796981328724216
Syscoin,SYS,0.468329,0.023,-0.031,-0.074,12673226.0,296323527.0,2022-03-16,1.1362445851363201e-05,0.00021874916310313922,0.00029710003769860965
Lisk,LSK,2.03,0.015,0.006,0.019,7600165.0,293297599.0,2022-03-16,4.925119976446943e-05,0.00013118441454415555,0.00029320070454598977
Tokemak,TOKE,25.32,0.03,0.076,-0.004,6123881.0,292863833.0,2022-03-16,0.000614305605357097,0.00010570267141872285,0.0002926417361421549
Nano,XNO,2.2,-0.006,0.288,0.312,109830513.0,292516870.0,2022-03-16,5.3375684476824385e-05,0.001895755098341847,0.00029219462559338034
Tenset,10SET,3.3,0.016,0.03,0.434,3059468.0,289328276.0,2022-03-16,8.006352673323874e-05,5.280865854841026e-05,0.00028808567445692075
PlayDapp,PLA,0.797778,0.021,0.04,-0.013,17641285.0,288940736.0,2022-03-16,1.9355430345484522e-05,0.00030450150023474397,0.0002875862747455045
SafeMoon [OLD],SAFEMOON,5.06313e-07,0.02,0.025,0.003,3503.42,277800683.0,2022-03-16,1.224799701678491e-11,6.047159523540415e-08,0.0002732307520811047
Ronin,RON,1.86,0.023,0.0289999999999999,-0.004,2243276.0,276423433.0,2022-03-16,4.512671505211449e-05,3.872058681896446e-05,0.0002714559720518226
Persistence,XPRT,3.3,0.012,0.045,0.038,2580206.0,273550379.0,2022-03-16,8.006352673323874e-05,4.4536245399056126e-05,0.00026775363851597276
Radio Caca,RACA,0.001341144021,0.0279999999999999,0.0409999999999999,0.099,15540182.0,273386276.0,2022-03-16,3.253836406438486e-08,0.00026823492352858445,0.00026754216875583814
Pirate Chain,ARRR,1.44,0.023,0.0279999999999999,0.312,1431339.0,269625697.0,2022-03-16,3.4936811645119914e-05,2.4705959506039283e-05,0.00026269613462424413
MAI,MIMATIC,0.99909,0.002,0.006,0.002,11703582.0,269555684.0,2022-03-16,2.423959661850569e-05,0.00020201239745972844,0.00026260591304196783
Casper Network,CSPR,0.063408018304,0.023,0.1009999999999999,0.019,11186869.0,262580070.0,2022-03-16,1.5383846824402076e-06,0.00019309355261986586,0.00025361685483236095
Everscale,EVER,0.191627,-0.011,-0.009,0.001,6416.99,261949792.0,2022-03-16,4.649191916786504e-06,1.1076194744268061e-07,0.00025280465312076475
SXP,SXP,1.34,0.022,0.059,0.038,71885529.0,258788391.0,2022-03-16,3.251064416726407e-05,0.0012407968821810994,0.0002487307439834603
Floki Inu,FLOKI,2.8340322e-05,0.04,0.042,-0.037,6481180.0,257703958.0,2022-03-16,6.875476711582553e-10,0.0001118699138578294,0.00024733329977834535
Zenon,ZNN,5.35,0.011,0.025,-0.019,42667.91,257245207.0,2022-03-16,0.00012979996002928366,7.364793781678056e-07,0.00024674213469342014
Injective,INJ,5.33,0.027,0.024,0.021,16026155.0,256116913.0,2022-03-16,0.0001293147265337125,0.00027662317345332515,0.00024528816943049847
MXC,MXC,0.104299,-0.0,0.031,0.175,21346445.0,255853059.0,2022-03-16,2.530468381724548e-06,0.0003684552756320443,0.0002449481564990436
WINkLink,WIN,0.00026633365,0.011,0.02,-0.009,126343198.0,255157055.0,2022-03-16,6.461664394561057e-09,0.0021807761359478803,0.00024405125760668532
WazirX,WRX,0.558123,0.012,-0.002,-0.073,7071983.0,254216018.0,2022-03-16,1.3540998676429084e-05,0.00012206760636396983,0.00024283859928436505
Perpetual Protocol,PERP,3.85,0.019,0.012,-0.009,8343005.0,251018197.0,2022-03-16,9.340744786144592e-05,0.0001440063770278622,0.0002387177578626776
Mobox,MBOX,2.04,0.026,-0.024,0.06,38070293.0,250469440.0,2022-03-16,4.949381651225502e-05,0.0006571211412817304,0.00023801060740740162
Astroport,ASTRO,2.02,0.034,-0.001,0.396,5991169.0,249658255.0,2022-03-16,4.900858301668385e-05,0.00010341196509550697,0.00023696528162192097
Trust Wallet Token,TWT,0.721272,0.026,-0.084,0.065,45061838.0,248213542.0,2022-03-16,1.7499266654876124e-05,0.0007778003288499106,0.00023510356604345353
Serum,SRM,1.87,0.02,0.026,0.034,40405418.0,247791442.0,2022-03-16,4.5369331799900074e-05,0.0006974271091143263,0.00023455963091885014
Coin98,C98,1.34,0.024,0.035,0.066,52212880.0,247303702.0,2022-03-16,3.251064416726407e-05,0.0009012325514596391,0.00023393110943656145
Mirror Protocol,MIR,1.71,0.016,-0.046,0.13,109251651.0,247146075.0,2022-03-16,4.148746383533071e-05,0.0018857635162417403,0.0002337279849118378
Zipmex Token,ZMT,2.79,-0.002,0.004,-0.005,14206660.0,246790193.0,2022-03-16,6.76900725961739e-05,0.0002452173570873623,0.00023326938097908704
Tribe,TRIBE,0.543192,0.011,0.01,0.0289999999999999,8017450.0,246535822.0,2022-03-16,1.3178747610310425e-05,0.00013838705927924456,0.00023294158822480967
VVS Finance,VVS,2.2321211e-05,0.018,0.022,-0.087,3849460.0,235411080.0,2022-03-16,5.415139576202112e-10,6.64444990879994e-05,0.0002186057959340009
Metahero,HERO,0.045156504195,0.023,0.034,-0.106,8366250.0,233755062.0,2022-03-16,1.0955723829113775e-06,0.0001444076027533667,0.00021647178418992264
Creditcoin,CTC,1.14,0.015,0.015,0.023,3179625.0,233390471.0,2022-03-16,2.7658309211552368e-05,5.4882656375876124e-05,0.00021600195748768558
Lido Staked SOL,STSOL,87.91,0.024,0.013,0.04,4624558.0,233265607.0,2022-03-16,0.0021328438297470737,7.982325827866775e-05,0.0002158410526893002
API3,API3,4.7,0.0279999999999999,-0.008,-0.1009999999999999,29731985.0,230984150.0,2022-03-16,0.00011402987142322064,0.0005131958379141261,0.0002129010749646562
Escoin Token,ELG,3.37,0.024,0.021,0.051,685965.0,228752259.0,2022-03-16,8.176184396773784e-05,1.1840258326336554e-05,0.0002100249699914599
Function X,FX,0.488809,0.019,0.005,-0.005,2065790.0,228173732.0,2022-03-16,1.1859324950828079e-05,3.565704846160196e-05,0.0002092794567106463
Raydium,RAY,2.51,0.013,0.0559999999999999,0.035,33025947.0,227133027.0,2022-03-16,6.089680365817751e-05,0.0005700520346546831,0.00020793836217416125
CoinEx Token,CET,0.061152343679,0.005,0.035,0.072,862651.0,226665111.0,2022-03-16,1.4836582382822104e-06,1.4889988097749235e-05,0.00020733538669971465
Euro Tether,EURT,1.1,0.004,0.008,0.012,25282592.0,226370344.0,2022-03-16,2.668784222041003e-05,0.00043639605583283394,0.0002069555380267131
Fetch.ai,FET,0.327851,0.022,0.0069999999999999,0.024,21546674.0,224454559.0,2022-03-16,7.954214301820859e-06,0.00037191137482722785,0.00020448678002460866
Dent,DENT,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,5.704676777477219e-08,0.00032765302722041187,0.00020369569010914222
Chia,XCH,65.15,0.012,-0.021,-0.084,10252044.0,221396095.0,2022-03-16,0.0015806481117870822,0.0001769577884191886,0.0002005455196670277
Status,SNT,0.056745127667,0.012,0.0069999999999999,-0.034,7688360.0,219753630.0,2022-03-16,1.376731796720211e-06,0.00013270672484146117,0.00019842897286666833
Power Ledger,POWR,0.503878,0.01,0.005,-0.023,32211271.0,216689443.0,2022-03-16,1.2224924128066179e-05,0.0005559901301956122,0.00019448033761991867
Medibloc,MED,0.040119247871,0.011,0.025,0.025,7724520.0,215001420.0,2022-03-16,9.733601082022522e-07,0.0001333308729263931,0.00019230508293894646
xSUSHI,XSUSHI,3.8,0.002,0.033,0.055,107293.0,213613208.0,2022-03-16,9.219436412251799e-05,1.8519557653927357e-06,0.00019051617683329402
Chromia,CHR,0.37938,0.0289999999999999,0.045,0.031,58407751.0,213564555.0,2022-03-16,9.2043941414852e-06,0.0010081605622740842,0.00019045348061055695
Yield Guild Games,YGG,2.43,0.027,0.009,-0.057,17537941.0,212099797.0,2022-03-16,5.895586967589284e-05,0.00030271770710174606,0.00018856593423471286
Telos,TLOS,0.819159,0.02,0.052,-0.096,4398496.0,212084558.0,2022-03-16,1.9874169213924878e-05,7.592126258243208e-05,0.00018854629664323257
COTI,COTI,0.201515,0.017,0.048,0.008,15582614.0,210898806.0,2022-03-16,4.889091356996892e-06,0.000268967330927363,0.00018701828867860644
Alchemix USD,ALUSD,0.997171,-0.001,-0.001,0.0,3032734.0,208898318.0,2022-03-16,2.4193038464605636e-05,5.23472101274321e-05,0.00018444037896634023
Celer Network,CELR,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,35862409.0,208463091.0,2022-03-16,8.993537987838916e-07,0.0006190114463051861,0.00018387952785884023
Orbs,ORBS,0.072194784903,0.006,0.02,0.023,28204447.0,208178410.0,2022-03-16,1.7515663560202462e-06,0.00048682941320835326,0.00018351267641319413
Vulcan Forged,PYR,8.73,0.027,0.039,-0.044,38526780.0,207895650.0,2022-03-16,0.00021180442078081143,0.0006650004412498256,0.00018314830044581002
Energy Web Token,EWT,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,0.00011912482312671793,3.839278824924814e-05,0.00017991715957105077
Astar,ASTR,0.10323,0.009,0.0069999999999999,0.032,7991761.0,205235595.0,2022-03-16,2.504532651386269e-06,0.00013794364832366338,0.00017972044603245576
Origin Protocol,OGN,0.434115,0.0069999999999999,-0.068,0.612,182478529.0,205164994.0,2022-03-16,1.0532356910489599e-05,0.003149713064616848,0.00017962946672960779
Cratos,CRTS,0.002952176693,-0.009,-0.037,-0.13,13535131.0,203670465.0,2022-03-16,7.162471481008098e-08,0.00023362627469449026,0.00017770355623958564
Ocean Protocol,OCEAN,0.469383,0.0279999999999999,0.051,0.074,22022827.0,202627972.0,2022-03-16,1.1388017656579801e-05,0.0003801301243594345,0.00017636015761401553
XYO Network,XYO,0.016347118202,0.001,0.009,-0.032,4569339.0,202482367.0,2022-03-16,3.966084293792527e-07,7.887013789421376e-05,0.00017617252512451572
Dopex,DPX,1126.14,0.034,0.006,0.031,4629323.0,200498616.0,2022-03-16,0.027322042435089868,7.990550566873138e-05,0.00017361618338709078
PLEX,PLEX,0.815228,0.013,0.0279999999999999,-0.008,15377424.0,198958494.0,2022-03-16,1.9778796570370364e-05,0.0002654256012385582,0.00017163151991404083
LUKSO Token,LYXE,13.05,0.016,0.015,-0.001,1147300.0,198688328.0,2022-03-16,0.00031661485582418415,1.980323832528763e-05,0.0001712833730842052
DAO Maker,DAO,2.19,0.012,-0.01,-0.042,3559341.0,196210425.0,2022-03-16,5.3133067729038796e-05,6.143683265402911e-05,0.00016809024710206813
Boba Network,BOBA,1.21,0.0069999999999999,0.061,0.136,4382013.0,192933914.0,2022-03-16,2.9356626446051464e-05,7.563675392966846e-05,0.00016386800256511168
Mdex,MDX,0.223833,0.018,0.0289999999999999,0.051,7274677.0,192821569.0,2022-03-16,5.43056341470476e-06,0.0001255662532646112,0.00016372323025624276
UFO Gaming,UFO,7.530048e-06,0.03,0.033,-0.009,5098371.0,191533622.0,2022-03-16,1.826555713175635e-10,8.800161769697115e-05,0.00016206352968309054
Ardor,ARDR,0.192938,0.0139999999999999,0.02,-0.011,6272018.0,191059042.0,2022-03-16,4.6809989724211946e-06,0.00010825962453978372,0.00016145196670883265
Pundi X,PUNDIX,0.740085,0.0139999999999999,0.022,-0.006,4296268.0,190637766.0,2022-03-16,1.7955701542485146e-05,7.415673242683416e-05,0.00016090909342394183
Mask Network,MASK,4.05,0.032,0.07,0.023,46857218.0,189430950.0,2022-03-16,9.825978281715761e-05,0.0008087899026531486,0.00015935394153734306
Kyber Network Crystal Legacy,KNCL,3.07,0.025,0.02,-0.0,191301772.0,189342359.0,2022-03-16,7.448334153417027e-05,0.0033020087012689235,0.00015923977959319773
Interest Bearing Bitcoin,IBBTC,40647.97,0.019,0.023,0.052,3253.9,187618251.0,2022-03-16,0.9861878285485667,5.616469727765486e-08,0.0001570180243223859
Coinmetro,XCM,0.609647,0.005,-0.055,-0.017,54700.31,184318822.0,2022-03-16,1.4791057207719532e-05,9.441674151460944e-07,0.00015276624672410356
MX Token,MX,1.86,0.016,0.017,0.0289999999999999,380193.0,184031159.0,2022-03-16,4.512671505211449e-05,6.562409647525564e-06,0.00015239555255270159
Reserve Rights Token,RSR,0.013806375745,0.015,0.136,0.133,58160962.0,182389151.0,2022-03-16,3.34965762191443e-07,0.0010039008033766211,0.00015027959466101776
Radicle,RAD,4.43,0.018,0.016,0.021,5082786.0,182383890.0,2022-03-16,0.00010747921923300984,8.77326091819362e-05,0.00015027281512372675
Conflux,CFX,0.116231,0.02,0.0069999999999999,-0.072,4957635.0,180397101.0,2022-03-16,2.819958685182308e-06,8.557241125667857e-05,0.00014771255849668194
Wonderland,TIME,196.83,0.017,0.011,-0.085,1483133.0,179963381.0,2022-03-16,0.004775425446627666,2.5599961881895596e-05,0.00014715364937030673
XSGD,XSGD,0.73676,0.004,0.004,0.006,4120965.0,179572544.0,2022-03-16,1.787503147384644e-05,7.113087424838223e-05,0.00014665000101139983
MiL.k Alliance,MLK,0.81278,0.012,0.0289999999999999,0.0279999999999999,6771412.0,179537968.0,2022-03-16,1.9719403990512456e-05,0.00011687953075456511,0.00014660544497996583
Civic,CVC,0.268256,0.024,0.0559999999999999,0.032,15009057.0,179389403.0,2022-03-16,6.508339793392664e-06,0.00025906731701283583,0.00014641399811479952
Unibright,UBT,1.18,0.022,0.176,0.654,2875621.0,177414204.0,2022-03-16,2.8628776202694707e-05,4.963532467201424e-05,0.00014386867683031373
Aragon,ANT,4.62,0.027,0.05,0.051,31404911.0,176410722.0,2022-03-16,0.00011208893744093597,0.0005420717659874898,0.0001425755493564752
Yoshi.exchange,YOSHI,1.34,0.038,0.135,0.244,3113291.0,173731724.0,2022-03-16,3.251064416726407e-05,5.3737682950381805e-05,0.00013912328422749584
SuperFarm,SUPER,0.606166,0.025,0.012,0.023,15865086.0,173202752.0,2022-03-16,1.4706602317815369e-05,0.00027384300454038544,0.0001384416295230853
Divi,DIVI,0.06259333954,-0.003,0.057,-0.0409999999999999,232874.0,172881299.0,2022-03-16,1.5186192112190413e-06,4.019575805598389e-06,0.00013802739219162562
BTSE Token,BTSE,8.42,0.006,0.012,0.127,1644847.0,170044358.0,2022-03-16,0.00020428330159945828,2.839126396725737e-05,0.0001343715953275474
GMX,GMX,22.78,0.0279999999999999,0.038,-0.062,3864455.0,168867621.0,2022-03-16,0.0005526809514195584,6.670332377089637e-05,0.00013285520445637848
Request,REQ,0.218404,0.018,-0.001,0.122,18881863.0,168625356.0,2022-03-16,5.298846782331965e-06,0.0003259147851603159,0.00013254301198312087
Multichain,MULTI,9.19,0.0139999999999999,0.049,-0.195,1481745.0,168453270.0,2022-03-16,0.0002229647911789483,2.5576003985272656e-05,0.00013232125500645066
Ergo,ERG,3.26,0.006,0.004,0.0819999999999999,945449.0,168320273.0,2022-03-16,7.90930597420964e-05,1.6319142222090876e-05,0.0001321498696954654
Rari Governance Token,RGT,14.92,0.021,-0.025,0.02,590959.0,167699043.0,2022-03-16,0.0003619841876600885,1.0200385180400637e-05,0.00013134932760246055
FEG Token BSC,FEG,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,6.065418694639627e-14,8.722814701572435e-06,0.00012994967080173097
Alchemy Pay,ACH,0.040564968565,0.018,0.035,-0.003,9350241.0,166194387.0,2022-03-16,9.841740387221537e-07,0.0001613920081250551,0.00012941036705082536
Numeraire,NMR,28.13,0.013,0.027,0.0,5247599.0,165855215.0,2022-03-16,0.0006824809114848463,9.05774022771211e-05,0.00012897329629962427
Power Cash,PRCH,0.000548739722,-0.01,-0.023,-0.0069999999999999,107256.0,164420955.0,2022-03-16,1.3313308668915231e-08,1.8513171182925563e-06,0.00012712505087954934
Moonriver,MOVR,48.85,0.021,-0.025,-0.062,23687001.0,163974343.0,2022-03-16,0.0011851828128965785,0.00040885498650250707,0.00012654952860077806
sBTC,SBTC,40609.35,0.02,0.026,0.054,1195100.0,162541982.0,2022-03-16,0.9852508426686187,2.0628301335789457e-05,0.00012470373030887562
Cartesi,CTSI,0.311626,0.02,-0.01,0.02,16935581.0,161866858.0,2022-03-16,7.560568628538747e-06,0.000292320532310828,0.0001238337382286512
JOE,JOE,0.883671,0.032,0.035,-0.0969999999999999,8255024.0,161542087.0,2022-03-16,2.1439338377239246e-05,0.00014248776052729815,0.00012341522518825187
Veritaseum,VERI,75.29,0.034,0.502,0.4,128316.0,161292251.0,2022-03-16,0.0018266614940416655,2.214828143421605e-06,0.00012309327641831487
Bifrost,BFC,0.149179,0.013,0.017,0.01,1366910.0,157313585.0,2022-03-16,3.6193323457862534e-06,2.359386777583798e-05,0.00011796620656172825
inSure DeFi,SURE,0.005989952985,0.025,0.121,0.163,1229192.0,156870603.0,2022-03-16,1.4532625525660033e-07,2.1216754226041097e-05,0.00011739536204771013
Aurora,AURORA,6.85,-0.001,-0.02,-0.059,1292731.0,155499279.0,2022-03-16,0.00016619247219712142,2.2313483904373225e-05,0.00011562821850160353
AscendEx Token,ASD,0.210282,0.006,-0.012,-0.03,2234800.0,154656421.0,2022-03-16,5.101793459780514e-06,3.857428485082611e-05,0.000114542077607851
Reef Finance,REEF,0.008455524242,0.024,0.025,0.034,21823319.0,153505883.0,2022-03-16,2.0514514323729606e-07,0.0003766864701523383,0.0001130594478272518
World Mobile Token,WMT,0.656382,0.002,0.005,-0.005,1215991.0,153058923.0,2022-03-16,1.5924926578495465e-05,2.0988895297136608e-05,0.00011248347710161161
Mango,MNGO,0.148804,0.021,0.011,-0.026,535237.0,152354623.0,2022-03-16,3.610234217744294e-06,9.238582647530702e-06,0.00011157588764826369
Beldex,BDX,0.101366,0.018,0.013,0.44,172723.0,152144019.0,2022-03-16,2.4593088895990355e-06,2.9813254887637542e-06,0.00011130449481959286
Poollotto.finance,PLT,17.61,0.004,0.004,0.015,737205.0,152110576.0,2022-03-16,0.00042724809281441086,1.2724698256422614e-05,0.00011126139881776362
Biconomy,BICO,1.31,0.012,0.077,0.035,29389338.0,151360962.0,2022-03-16,3.178279392390731e-05,0.0005072814997266905,0.00011029541591206726
FEG Token,FEG,3.708e-09,0.017,0.009,0.024,1093047.0,151073649.0,2022-03-16,5.395796470751411e-14,1.8866791808368054e-05,0.00010992517276481504
BNB48 Club Token,KOGE,75.36,0.0,0.0,0.0,1093047.0,151006279.0,2022-03-16,0.0018283598112761644,1.8866791808368054e-05,0.00010983835705918952
Ion,ION,7053.41,0.0069999999999999,0.001,-0.143,100410.0,150512232.0,2022-03-16,0.17112753949979634,1.7331501440269595e-06,0.0001092017081217223
MMFinance,MMF,1.1,0.015,0.043,0.325,41252022.0,150442869.0,2022-03-16,2.668784222041003e-05,0.0007120401142386546,0.00010911232415572404
Origin Dollar,OUSD,0.993428,0.001,-0.002,0.001,886336.0,150338408.0,2022-03-16,2.4102227015909493e-05,1.5298808545526137e-05,0.00010897771148798844
Verge,XVG,0.009127060437,0.024,0.027,-0.047,4578538.0,149908633.0,2022-03-16,2.2143773600241666e-07,7.902891937190427e-05,0.00010842388604810117
Kishu Inu,KISHU,1.544e-09,0.046,0.094,0.147,7104908.0,149823531.0,2022-03-16,1.455700486713508e-15,0.00012263591597946717,0.00010831422017040869
Band Protocol,BAND,3.62,0.027,0.05,0.043,25806815.0,149778191.0,2022-03-16,8.782726266237746e-05,0.0004454445287733005,0.00010825579321340913
Tokamak Network,TON,3.57,0.01,0.025,-0.024,2216118.0,149004019.0,2022-03-16,8.661417892344954e-05,3.82518198474329e-05,0.00010725816387608517
Storj,STORJ,1.04,0.023,0.042,0.106,29384442.0,147999404.0,2022-03-16,2.5232141733696518e-05,0.0005071969911806777,0.00010596357637264188
VeThor Token,VTHO,0.003245192677,0.021,-0.004,0.062,5301268.0,147086117.0,2022-03-16,7.873377331880828e-08,9.150376852629731e-05,0.00010478667782219496
USDX,USDX,0.969027,0.008,0.015,0.001,876536.0,146788183.0,2022-03-16,2.3510217889637885e-05,1.5129653367640824e-05,0.00010440274802495832
OriginTrail,TRAC,0.400529,0.016,0.009,-0.042,2381151.0,146343514.0,2022-03-16,9.717504301376934e-06,4.1100410303753995e-05,0.0001038297295745384
Merit Circle,MC,2.09,0.025,0.068,0.036,25892084.0,146317069.0,2022-03-16,5.070690025118294e-05,0.0004469163341674946,0.0001037956514784234
aelf,ELF,0.318783,0.018,0.016,-0.012,12922826.0,145914636.0,2022-03-16,7.73420943492889e-06,0.0002230574419194835,0.00010327706004511491
Akash Network,AKT,1.09,0.016,-0.001,0.019,1755865.0,145104697.0,2022-03-16,2.6445225472624446e-05,3.0307515960978962e-05,0.00010223333990560737
GPEX,GPX,3.83,0.006,0.002,-0.072,179427.0,144648026.0,2022-03-16,9.292221436587474e-05,3.0970414390232576e-06,0.00010164485519277217
StarLink,STARL,1.4396811e-05,0.045,0.022,-0.004,13867876.0,143867182.0,2022-03-16,3.4925474200500224e-10,0.00023936969710933192,0.00010063862804651346
Pundi X [OLD],NPXS,0.000600991914,0.0,-0.015,-0.128,0.0,142146180.0,2022-03-16,1.4581034357686028e-08,0.0,9.84208752928706e-05
Acala,ACA,1.1,0.035,0.022,0.018,13275096.0,140584940.0,2022-03-16,2.668784222041003e-05,0.000229137880135163,9.64089983112649e-05
Orchid Protocol,OXT,0.237795,0.021,0.0,0.066,12106980.0,139760673.0,2022-03-16,5.769304917962994e-06,0.000208975342403461,9.534681453170685e-05
Beta Finance,BETA,0.387492,0.019,0.012,-0.072,18604900.0,138948965.0,2022-03-16,9.401204847288866e-06,0.0003211342009222904,9.430081478728242e-05
Ark,ARK,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2749604.0,137522294.0,2022-03-16,2.0243383380704986e-05,4.746017895246593e-05,9.246234885941458e-05
STASIS EURO,EURS,1.1,0.006,0.008,0.0139999999999999,4643750.0,136959838.0,2022-03-16,2.668784222041003e-05,8.015452625560396e-05,9.173754531891727e-05
Magic,MAGIC,2.78,0.069,0.283,0.004,7430205.0,136718105.0,2022-03-16,6.744745584838831e-05,0.00012825078045911598,9.142603840236728e-05
Keep3rV1,KP3R,360.63,0.0069999999999999,0.022,0.006,22218089.0,135437476.0,2022-03-16,0.008749487775355549,0.000383500489496602,8.977576809986624e-05
Polkastarter,POLS,1.54,0.03,-0.012,0.31,200132514.0,135061007.0,2022-03-16,3.7362979122975764e-05,0.0034544337761535458,8.929063492662693e-05
Hxro,HXRO,0.305377,0.008,0.0139999999999999,-0.062,133516.0,133894630.0,2022-03-16,7.408957422847535e-06,2.3045839520954443e-06,8.778759437029073e-05
flexUSD,FLEXUSD,1.01,0.001,0.0,0.004,179309.0,132954034.0,2022-03-16,2.4504291490339764e-05,3.095004672595659e-06,8.657550433839917e-05
Bezoge Earth,BEZOGE,3.051e-09,0.012,-0.005,-0.0409999999999999,189402.0,132913608.0,2022-03-16,3.801804437800117e-14,3.269217245085093e-06,8.652340976046213e-05
